1,NPASU-RP-N14,"ASUS Single Band N300 Wireless LAN wall-plug Repeater
","Wireless-N300 Range Extender<br/><br/>    Extends wireless home networking<br/>    Wireless media playback with ASUS AiPlayer app<br/>    One-press setup and worry-free connectivity<br/>    Full coverage with internal MIMO antennas <br/><br/><ul><br/><b>Network Standard</b><br/>    IEEE 802.11b, IEEE 802.11g, IEEE 802.11n<br/><br/><b>Product Segment</b><br/>    N300 complete networking; 300Mbps<br/><br/><b>Data Rate</b><br/>    802.11n : up to 300Mbps<br/><br/><b>Antenna</b><br/>    Internal antenna x 2<br/><br/><b>Operating Frequency</b><br/>    2.4GHz<br/><br/><b>Ports</b><br/>    1 x RJ45 for 10/100 BaseT for WAN<br/><br/><b>Button</b><br/>    WPS Button, Power Button<br/><br/><b>OS Support</b><br/>    Windows¬Æ 8<br/>    Windows¬Æ 7<br/>    Windows¬Æ Vista<br/>    Mac OS X<br/>    Linux<br/><br/><b>Dimensions</b><br/>    4.5 x 3.1 x 8.5 cm (WxDxH)<br/><br/><b>Weight</b><br/>    g<br/><br/><b>Package Content</b><br/>    Warranty card</ul><br/><br/>Actual data throughput will vary from network conditions and environmental factors.<br/><br/>All specifications are subject to change without notice. Please check with your supplier for exact offers. <br/>Products may not be available in all markets.<br/><br/>PCB color and bundled software versions are subject to change without notice.<br/><br/>Brand and product names mentioned are trademarks of their respective companies.
","ASUS
",61.56,0.5,0,http://80.249.110.100/productimages/NPASU-RP-N14.JPG,Network Products - Wireless Access Points,NPAP,RP-N14
2,NPASU-RP-N53,ASUS RP-N53 Dual band N600 Wireless LAN wall-plug Repeater,"Dual-Band Wireless-N600 Range Extender<br/><br/>Dual-band concurrent range extender<br/>Wireless media playback with ASUS AiPlayer app*<br/>One-press setup and worry-free connectivity<br/>Full coverage with internal MIMO antennas<br/><ul><br/><b>Network Standard</b><br/>    IEEE 802.11 a/b/g/n<br/><br/><b>Product Segment</b><br/>    N600 advanced performance; 300+300Mbps<br/><br/><b>Data Rate</b><br/>    802.11 a/b/g/n : downlink up to 300Mbps, uplink up to 300Mbps (20/40MHz)<br/><br/><b>Antenna</b><br/>    2 x on-board PCB antenna<br/><br/><b>Operating Frequency</b><br/>    2.4GHz/5GHz<br/><br/><b>Management</b><br/>    Web-based user interface<br/><br/><b>OS Support</b><br/>    WindowsÆ 8<br/>    WindowsÆ 7<br/>    WindowsÆ Vista<br/>    Mac OS X<br/>    Linux Kernel (Support Ubuntu only)<br/>    Linux<br/><br/><b>Dimensions</b><br/>    4.5 x 3.1 x 8.5 cm (WxDxH)<br/><br/><b>Package Content</b><br/>    Warranty card</ul><br/><br/>Actual data throughput will vary from network conditions and environmental factors.<br/><br/>All specifications are subject to change without notice. Please check with your supplier for exact offers. <br/><br/>Products may not be available in all markets.<br/><br/>PCB colour and bundled software versions are subject to change without notice.<br/><br/>Brand and product names mentioned are trademarks of their respective companies.",ASUS,82.12,0.4,4,http://80.249.110.100/productimages/NPASU-RP-N53.JPG,Network Products - Wireless Access Points,NPAP,RP-N53
3,NPNTS-E1,Netis E1 300Mbps Wireless N Range Extender,"The Netis 300Mbps Wireless N Range Extender E1 is designed to establish a highly efficient mobile office or entertainment network with wider coverage and further range. E1 works as a ""Range Extender"", which will pick up the wireless signal from your main router and expand it to somewhere that your main router may not reach in your house. With portable design, it's a perfect choice for travellers, students, or anyone else for work or play. <br/><br/><ul><br/><b>Wireless</b><br/><br/><b>Standards</b><br/>IEEE 802.11b, IEEE 802.11g, IEEE 802.11n<br/><br/><b>Signal Rate</b><br/>Up to 300Mbps<br/><br/><b>Frequency Range </b><br/>2.4-2.4835GHz<br/><br/><b>Transmit Power </b><br/>20dBm(MAX)<br/><br/><b>Data Transfer Rates</b><br/>802.11n:<br/>40MHz(300Mbps, 270Mbps, 240Mbps, 180Mbps, 120Mbps, 90Mbps, 60Mbps, 30Mbps)<br/>20MHz (144Mbps, 130Mbps, 115Mbps, 86Mbps, 57Mbps, 43Mbps, 28Mbps, 14Mbps) (Auto-Sense)<br/>801.11g:<br/>(54Mbps, 48Mbps, 36Mbps, 24Mbps, 18Mbps, 12Mbps, 11Mbps, 9Mbps, 6Mbps)<br/>802.11b:<br/>(11Mbps,9Mbps, 6Mbps, 5.5Mbps, 2Mbps, 1Mbps)<br/><br/><b>Wireless Modes</b><br/>Range Extender<br/><br/><b>Wireless Security </b><br/>Support 64/128-bit WEP, WPA-PSK/WPA2-PSK (TKIP/AES)<br/><br/><br/><b>Hardware</b><br/><br/><b>LED Indicators</b><br/>WPS<br/><br/><b>Buttons </b><br/>Default& WPS in one<br/><br/><b>Antenna </b><br/>2* internal antenna<br/><br/><b>Power Supply </b><br/>100-240V AC<br/><br/><br/><b>Software</b><br/><br/><b>Advanced </b><br/>Firmware Upgrade, Factory Defaults, Reboot<br/><br/><br/><b>Others</b><br/><br/><b>Certification </b><br/>FCC, CE <br/><br/><b>Environment</b><br/>Operating Temperature: 0c~40c<br/>Storage Temperature: -40c~70c<br/>Operating Humidity: 10%~90% non-condensing<br/>Storage Humidity: 5%~90% non-condensing<br/><br/><b>Package </b><br/>1 * E1<br/>1 * Quick Installation Guide</ul>",NETIS,23.77,0.5,984,http://80.249.110.100/productimages/NPNTS-E1.JPG,Network Products - Wireless Access Points,NPAP,E1-N300
4,NPNTS-WF2220,Netis WF2220 300Mbps PoE Wireless N Access Point - Poe Injector included,"The Netis 300Mbps Wireless N Access Point WF2220 provides long range, high performance wireless Internet access over large areas. It provides you multiple wireless modes including AP, Repeater, WDS, Multi-SSID, for flexible wireless network setup and deployment. Also, with the Turbo button, you may easily control the transmission power. Under the high power mode, you will enjoy much better network experience in large homes, multi-floor offices or warehouses.<br/><ul><br/><b>Wireless</b><br/><br/>Standards</b><br/>IEEE 802.11b, IEEE 802.11g, IEEE 802.11n<br/><br/><b>Signal Rate</b><br/>Up to 300Mbps<br/><br/><b>Frequency Range</b><br/>2.4-2.4835GHz<br/><br/><b>Transmit Power</b><br/>23dBm(MAX)<br/><br/><b>Data Transfer Rates</b><br/>802.11n:<br/>40MHz(300Mbps, 270Mbps, 240Mbps, 180Mbps, 120Mbps, 90Mbps, 60Mbps, 30Mbps)<br/>20MHz (144Mbps, 130Mbps, 115Mbps, 86Mbps, 57Mbps, 43Mbps, 28Mbps, 14Mbps) (Auto-Sense)<br/>801.11g:<br/>(54Mbps, 48Mbps, 36Mbps, 24Mbps, 18Mbps, 12Mbps, 11Mbps, 9Mbps, 6Mbps)<br/>802.11b:<br/>(11Mbps,9Mbps, 6Mbps, 5.5Mbps, 2Mbps, 1Mbps)<br/><br/><b>Wireless Modes</b><br/>AP, Repeater,WDS, Multi-SSID(VLAN)<br/><br/><b>Wireless Security </b><br/>64/128-bit WEP,<br/>WPA-PSK/WPA2-PSK (TKIP/AES)<br/>SSID Broadcast Enable/Disable<br/>Wireless MAC Filtering<br/><br/><b>Standards</b><br/>IEEE 802.3 10Base-T, IEEE 802.3u 100Base-TX<br/><br/><b>Interface</b><br/>1 * 10/100Mbps Auto MDI/MDIX RJ45 LAN port, Passive PoE Supported       <br/><br/><b>LED Indicators </b><br/>PWR, Turbo, WPS, LAN<br/>(Turbo LED Status: Blue for Normal Power, Red for High Power)<br/><br/><b>Buttons</b><br/>Turbo, Default, WPS<br/><br/><b>Antenna </b><br/>2* 5dBi Detachable Antenna, SMA Connector<br/><br/><b>Power Supply </b><br/>DC 12V/1A (Output)<br/><br/><b>Software</b><br/><br/><b>LAN</b><br/>DHCP Client, DHCP Server          <br/><br/><b>Others</b><br/>Time Settings,Firmware Upgrade, Backup & Restore<br/><br/><b>Others</b><br/><br/><b>Certification </b><br/>FCC, CE<br/><br/><b>Environment</b><br/>Operating Temperature: 0C~40C<br/>Storage Temperature: -40C~70C<br/>Operating Humidity: 10%~90% non-condensing<br/>Storage Humidity: 5%~90% non-condensing<br/><br/><b>Package </b><br/>1* WF2220<br/>1* 12V/1A Power Adapter<br/>1* PoE Power Injector<br/>1* Ethernet Cable<br/>1* Quick Installation Guide</ul>",NETIS,37.80,0.4,89,http://80.249.110100/productimages/NPNTS-WF2220.JPG,Network Products - Wireless Access Points,NPAP,WF2220
5,NPTEN-A30,Tenda A30 Wireless N300 Range Extender,"The Tenda A30 is a 300Mbps Wireless N Range Extender which is designed to extend the coverage and improve the signal strength of an existing wireless network. Combined with leading wireless N technologies, superior security and backward compatibility with wireless b/g, the A30 makes it a secure high speed solution that can help you keep an existing wireless network unchanged and vastly improve the network's coverage, giving you the freedom to roam anywhere in the house and access Internet without worrying about coverage.<br/><ul><br/><b>Hardware Features</b><br/><br/><b>Standards </b><br/>IEEE 802.11n, IEEE 802.11g, IEEE 802.11b;<br/>IEEE 802.3, IEEE 802.3u;<br/><br/><b>Interface </b><br/>1*10/100M LAN Port (Auto MDI/MDIX)<br/><br/><b>Antenna </b><br/>2* 5dBi fixed omni-directional antennas<br/><br/><b>Button </b><br/>1* Reset<br/><br/><b>Power</b><br/>Input: 100-240V 50/60Hz 0.3A;<br/>Output: DC 9V==600mA<br/><br/><b>Dimensions (L*W*H)mm</b><br/>133mm*87mm*24.76mm<br/><br/><b>LED</b><br/>1*SYS<br/><br/><b>Wireless Features</b><br/><br/><b>Wireless Speed</b><br/>Up to 300Mbps<br/><br/><b>Frequency</b><br/>2.4GHZ<br/><br/><b>Basic Features</b><br/>Wireless Radio: Enable/Disable;<br/>SSID Broadcast: Enable/Disable;<br/>Channel: 1-11<br/><br/><b>Security</b><br/>Wireless Security: Enable/Disable;<br/>64-/128- bit WEP,<br/>WPA-PSK, WPA2-PSK;<br/>Wireless Access Control (Wireless MAC filter);<br/><br/><b>Operating Mode</b><br/>Wireless AP Mode<br/>WDS<br/><br/><b>Package Contents</b><br/>A30<br/>Power Adapter;<br/><br/><b>Temperature</b><br/>Operating Humidity: 0C ~ 40C;<br/>Storage Temperature: -40C ~ 70C.<br/><br/><b>Humidity</b><br/>Operating Humidity:10% ~ 90% RH non-condensing;<br/><br/><b>Storage Humidity:</b><br/>5% ~ 90%RH non-condensing.<br/><br/><b>Factory Default Settings</b><br/>IP Address: 192.168.0.254<br/><br/><b>Certificates</b><br/>FCC, CE</ul>",TENDA,13.27,0.4,0,http://80.249.110.100/productimages/NPTEN-A30.JPG,Network Products - Wireless Access Points,NPAP,A30
6,NPTEN-A300,Tenda A300 N300 Range Extender,"<ul><br/><b>Hardware Features</b><br/><br/><b>Wireless Standards</b> <br/>802.11n/g/b; IEEE 802.3/802.3u<br/><br/><b>Plug Type</b> <br/>UK<br/><br/><b>Interface</b> <br/>1*10/100M LAN<br/><br/><b>Antenna</b> <br/>External (2)<br/><br/><b>Button </b><br/>Range Extender button<br/>reset button<br/><br/><b>Power Supply </b><br/>Input: AC:100v-240V 50/60Hz<br/>Output: 5.0V 0.7A<br/><br/><b>LEDs </b><br/>Power, RE(Range Extender), Signal Strength indicator, LAN<br/>Dimensions (L*W*H) mm 110mm*55mm*39mm<br/><br/><b>Wireless Features</b><br/>Wireless Rate Up to 300Mbps<br/>Frequency 2.412GHz-2.472GHz<br/>Wrieless Security Wireless Access Control<br/>Wireless Security: Enable/Disable<br/>WPA-PSK/WPA2-PSK, WPA-PSK, WPA2-PSKÅAWEP<br/>Wireless Function Wireless Radio: Enable/Disable<br/>SSID Broadcast: Enable/Disable<br/>Channel: 1-11<br/>Domain Login Function<br/>Software Features<br/>Wireless Mode Range Extender mode<br/><br/><b>Others</b><br/>Package Contents Wireless N300 Universal Range Extender<br/>Ethernet cable<br/>Quick Installation Guide<br/>Resources CD<br/>Temperature Operating Temperature: 0C~40C<br/>Storage Temperature: -40C~70C<br/>Humidity Operating Humidity: 10%~90% non-condensing<br/>Storage Humidity: 5%~90% non-condensing<br/>Default Settings <br/>0Default Access: http://re.tendacn.com<br/>Login Password: admin<br/><br/><b>Certificates </b><br/>CE; FCC; RoHS</ul>",TENDA,23.77,0.48,25,http://80.249.110100/productimages/NPTEN-A300.JPG,Network Products - Wireless Access Points,NPAP,A300-UK
7,NPTEN-A301,Tenda A301 N300 Range Extender with external antennas,"<ul><br/><b>Hardware Features</b><br/><br/><b>Wireless Standards</b><br/>802.11n/g/bÅCIEEE 802.3/802.3u<br/><br/><b>Plug Type</b><br/>UK<br/><br/><b>Interface</b><br/>1*10/100M LAN<br/><br/><b>Antenna</b><br/>External (2)<br/><br/><b>Button</b><br/>Range Extender button<br/>reset button<br/><br/><b>Power Supply</b><br/>Input: AC:100Å-240VÅ 50/60Hz<br/>Output: 5.0V/0.7A<br/><br/><b>LEDs</b><br/>Power, RE(Range Extender), Signal Strength indicator, LAN<br/><br/><b>Dimensions (L*W*H) mm</b><br/>110mm*55mm*39mm<br/><br/><b>Wireless Features</b><br/><br/><br/><b>Wireless Link Rate</b><br/>Up to 300Mbps<br/><br/><b>Frequency Range (GHz)</b><br/>2.412GHz-2.472GHz<br/><br/><b>Wrieless Security</b><br/>Wireless Access Control<br/>Wireless Security: Enable/Disable<br/>WPA-PSK/WPA2-PSK, WPA-PSK, WPA2-PSKÅAWEP<br/><br/><b>Wireless Function </b><br/>Wireless Radio: Enable/Disable<br/>SSID Broadcast: Enable/Disable<br/>Channel: 1-11<br/>Domain Login Function<br/><br/><b>Software Features</b><br/><br/><b>Wireless Mode </b><br/>Range Extender mode<br/><br/><b>Others</b><br/><br/><b>Package Contents</b><br/>Wireless N300 Universal Range Extender<br/>Ethernet cable<br/>Quick Installation Guide<br/>Resources CD<br/><br/><b>Temperature</b><br/>Operating Temperature: 0Åc~40Åc<br/>Storage Temperature: -40Åc~70Åc<br/><br/><b>Humidity </b><br/>Operating Humidity: 10%~90% non-condensing<br/>Storage Humidity: 5%~90% non-condensing<br/><br/><b>Default Settings </b><br/>Default AccessÅ<br/>http://re.tendacn.com<br/>Login/PasswordÅ <br/>admin/admin<br/><br/><b>Certificates </b><br/>CE; FCC; RoHS</ul>",TENDA,24.61,0.48,82,http://80.249.110100/productimages/NPTEN-A301.JPG,Network Products - Wireless Access Points,NPAP,A301-UK
8,NPTEN-A302,Tenda A300 Wireless N300 Universal Range Extender,"The A302 Wireless N300 Universal Range Extender is specifically designed to extend the range of the current wireless network and improve coverage to eliminate ""dead spot"", giving you the freedom roam anywhere in the house and access Internet. Delivering up to 300Mbps wireless performance, it is ideal for streaming videos and online gaming. It is also provides four Ethernet ports for you to connect wired devices like Blu-ray players, gaming consoles, DVRs, and Internet TVs.<br/><ul><br/><b>Hardware Features</b><br/><br/><b>Hardware Features</b><br/><br/><b>Wireless Standards</b><br/>802.11n/g/b,IEEE 802.3/802.3u<br/><br/><b>Interface</b><br/>4*10/100M LAN<br/><br/><b>Antenna</b><br/>2* 5 dBi external antenna<br/><br/><b>Button </b><br/>Range Extender button<br/>reset button<br/><br/><b>Power Supply</b><br/>Input: 100-240V~50/60Hz 0.3A<br/>Output: DC 9V==0.6A<br/><br/><b>LEDs</b><br/>1* Power, 1* RE(Range Extender), 3*signal strength LEDsÅiStrong, medium, weak), 4*LAN LEDs<br/><br/><b>Dimensions (L*W*H) mm</b><br/>172mm*111mm*25mm<br/><br/><b>Wireless Features</b><br/><br/><b>Wireless Link Rate</b><br/>Up to 300Mbps<br/><br/><b>Frequency Range (GHz)</b><br/>2.412GHz-2.472GHz<br/><br/><b>Wireless Security</b><br/>Wireless Access Control<br/>Wireless Security: Enable/Disable<br/>64/128-bit WEP<br/>WPA-PSK/WPA2-PSK, WPA-PSK, WPA2-PSK<br/><br/><b>Wireless Function</b><br/>Wireless Radio: Enable/Disable<br/>SSID Broadcast: Enable/Disable<br/>Channel: 1-11<br/>Domain Login Function<br/><br/><b>Software Features</b><br/><br/><b>Wireless Mode</b><br/>Range Extender mode (Universal Repeater), AP mode<br/><br/><b>Others</b><br/><br/><b>Package Contents</b><br/>Wireless N300 Universal Range Extender<br/>Power Adapter<br/>Ethernet cable<br/>Quick Installation Guide<br/>Resources CD<br/><br/><b>Environment</b><br/>Temperature ""Operating Temperature: 0c~40c<br/>Storage Temperature: -40c~70c<br/>Humidity ""Operating Temperature: 0c~40c<br/>Storage Temperature: -40c~70c<br/><br/><b>Default Settings </b><br/>Default AccessÅFhttp://re.tendacn.com<br/>Login PasswordÅF admin<br/><br/><b>Certificates</b><br/>CE; FCC; RoHS</ul>",TENDA,15.02,0.8,0,http://80.249.110.100/productimages/NPTEN-A302.JPG,Network Products - Wireless Access Points,NPAP,TENDA-A302
9,NPTEN-D301,"Tenda D301 All-In-One ADSL2+ Modem, Router & 4 Port Access Point and USB Port","The Tenda D301 is an 802.11n-compliant device that combines the function of high speed ADSL2+ modem, wireless router and 4-port switch. It delivers up to 8x faster wireless speed and 6x farther range than 802.11g. D301 also supports the latest ADSL2/2+ standards to provide higher performance and longer reach from ISP's DSLAM. Connect it to the Internet service and provide up to 300Mbps wireless network for sharing high volume files, streaming music, videos, even online gaming among multiple computers. Additionally, <b>with versatile USB port</b>, you can easily share files and media from an external USB storage device with your friends or family.<br/><ul><br/><b>Key features</b><br/><b>Protocols & Standards</b><br/>IEEE 802.11n, IEEE 802.11g, IEEE 802.11b<br/>IEEE 802.3, IEEE 802.3u<br/>ANSI T1.413, ITU G.992.1, ITU G.992.2, ITU G.992.3, ITU G.992.5<br/><br/><b>Interface</b><br/>3*10/100Mbps auto-negotiation (Auto MDI/MDIX) LAN ports;<br/>1*10/100Mbps auto-negotiation WAN/LAN Interchangeable port (Auto MDI/MDIX)<br/>1* RJ11 port<br/>1* USB V2.0<br/><br/><b>Antenna</b><br/>2* external omni-directional antennas<br/><br/><b>Button</b><br/>1* Power<br/>1* Reset/WPS<br/><br/><b>Power</b><br/>Input: 100-240V 50/60MHz<br/>Output: 9V DC-1A<br/><br/><b>Temperature</b><br/>Operating Temperature: 0Åé ~ 40Åé;<br/>Storage Temperature: -40Åé ~ 70Åé.<br/><b>Humidity </b><br/>Operating Humility:10% ~ 90% RH Non-condensing<br/>Storage Humility:5% ~ 90% RH Non-condensing<br/><br/><b>Dimensions (L*W*H) mm </b><br/>171.61mm*111.16mm*34.47mm<br/><br/><b>LED</b><br/>Power/SYS/Internet/DSL/WLAN/LAN/WPS/USB<br/><br/><b>Transmission Media</b><br/>Cat.5<br/>Cat.5e<br/>Cat.6<br/>Phone Cable<br/><br/><b>Wireless Features</b><br/><br/><b>Wireless Speed</b><br/>300Mbps<br/><br/><b>Frequency</b><br/>2.4GHZ<br/><br/><b>Basic Features</b><br/>Wireless Radio: On/Off<br/>SSID Broadcast: On/Off;<br/>WDS: On/Off<br/>Channel: Auto, 1-13<br/>Network Mode: 11b only, 11g only, 11n only, 11bg mixed, 11bgn mixed<br/>Channel Bandwidth: Auto, 20MHz, 40MHz<br/><br/><b>Security</b><br/>Wireless Access Control (Wireless MAC filter); Wireless Security:<br/>Enable/Disable; 64-/128-bit WEP; WPA-PSK/WPA2-PSK<br/>Operating Mode Wireless ADSL/ADSL2+ Modem Router, WDS<br/><br/><b>Software Features</b><br/><br/><b>Internet Connection Type</b><br/>Dynamic IP<br/>Static IP<br/>PPPoE<br/>PPPoA<br/>IPoA<br/><br/><b>DHCP Server</b><br/>Yes<br/><br/><b>Virtual Server</b><br/>Yes<br/><br/><b>Security</b><br/>Port/URL/MAC Filter<br/><br/><b>DDNS</b><br/>Yes<br/><br/><b>TR-069</b><br/>Yes<br/><br/><b>VPN Pass-through</b><br/>PPPTP, L2TP, Ipsec<br/><br/><b>Bandwidth Control</b><br/>Yes<br/><br/><b>Static Route</b><br/>Yes<br/><br/><b>Logs</b><br/>Yes<br/><br/><b>VLAN</b><br/>802.1Q VLAN<br/><br/><b>USB V2.0</b><br/>Yes<br/><br/><b>Others</b><br/>TR-069, IPV6, IPTV<br/><br/><b>Others</b><br/><br/><b>Package Contents</b><br/>D301<br/>Power Adapter Quick Install Guide Ethernet Cable ADSL Splitter Phone Cable<br/><br/><b>Factory Default Settings</b><br/>Login IP Address: 192.168.1.1,<br/>Internet Connection Types: Bridge,PPPoE,PPPoA,IPoA,DHCP (Dynamic IP), Static IP<br/>SSID: Tenda_xxxxxx (where ""xxxxxx"" represents the last six characters of device MAC address)<br/>Channel: 6<br/>IP Address Pool: 192.168.1.2 - 192.168.1.254<br/><br/><b>3 Install Steps</b><br/>Step 1. Connect all cables following the QIG.<br/>Step 2.Insert the CD into your PC's drive.<br/>Step 3.Configure it using the ""Setup Wizard"" on the CD.<br/><br/><b>Certificates</b><br/>3C/ROHS/CE/FCC</ul>",TENDA,24.78,0.8,1184,http://80.249.110.100/productimages/NPTEN-D301.JPG,Network Products Access Point ADSL,NPAA,D301
10,NPTEN-W1500A,Tenda N150 Wireless Outdoor Long Range CPE,"<ul><br/><b>Hardware Features</b><br/><br/><b>Standards</b> <br/>2.4GHz: FIEEE802.11n, IEEE802.11g: CIEEE 802.11b,<br/><br/><b>Interface & Speeds</b> <br/>10/100M WAN/LAN/PoE port x 1<br/>10/100M LAN port x 1<br/>RP-SMA connector x 1<br/>Grounding Terminal x 1<br/><br/><b>Antenna</b> <br/>Internal 10dBi directional antenna<br/><br/><b>Button</b> <br/>1*RESET (ON PoE Injector)<br/><br/><b>Dimensions (L*W*H)mm</b> <br/>270mm*95mm*43mm (excluding wall mount rack)<br/><br/><b>Power</b> <br/>Input AC 100-240V 50/60Hz 0.3A<br/><br/><b>Output</b><br/>DC 12V1.5A<br/><br/><b>LED</b> <br/>1*Power<br/>1*LAN/WAN/PoE<br/>1*LAN<br/>1*WLAN Signal Strength<br/><br/><b>Lightning-proof</b> <br/>6000V Lightning-proof Design<br/>15KV ESD Protection<br/>GND<br/><br/><b>Wireless Features</b><br/><br/><b>Band</b> <br/>2.4GHz<br/><br/><b>Wireless Speed</b> <br/>150Mbps<br/><br/><b>Wireless Security</b> <br/>Wireless MAC Address Filter (Wireless Access Control);<br/>WEP, WPA-PSK/WPA2-PSK, WPA/WPA2 mixed;<br/>Wireless Security: Enable/Disable;<br/><br/><b>Basic Features</b> <br/>Wireless: Enable/Disable;<br/>SSID Broadcast:Enable/Disable;<br/>Band Option:2.4GHz, 5GHz;<br/>Channel-2.4GHz: 1-13;<br/>Network Mode-2.4GHz: 11b/g/n mixed (default mode),11b/g mixed, 11b, 11g;<br/>Connection List.<br/><br/><b>Software Features</b><br/><br/><b>Internet Connection Type</b> <br/>PPPoE;<br/>Dynamic IP;<br/>Static IP.<br/><br/><b>DHCP Server</b> <br/>DHCP Server;<br/>DHCP Client List;<br/>DHCP Reservation.<br/><br/><b>Operating Mode</b> <br/>Wireless Router,<br/>Wireless AP,<br/>Wireless WAN (WISP),<br/>Universal Repeater,<br/>Bridge<br/><br/><b>Virtual Server</b> <br/>Port Forwarding;<br/>DMZ Host;<br/>UPnP.<br/><br/><b>Security</b> <br/>Client Filter;<br/>MAC Filter;<br/>URL Filter;<br/>Remote Web Management<br/><br/><b>DDNS</b> <br/>Yes<br/><br/><b>VPN Pass-Through</b> <br/>Yes<br/><br/><b>Others</b> <br/>Housed in an IP64 water/dust-proof enclosure;<br/>Power tunable to fit wireless networking at different distances;<br/>Bandwidth Control;<br/>MAC Clone;<br/>Traffic Statistics;<br/>Backup/Restore Configurations;<br/>Firmware upgradable via web browser;<br/>Watchdog helps to recover system upon network failure;<br/><br/><b>Package Contents</b> <br/>W1500A<br/>Power Adapter<br/>Ethernet Cable<br/>Quick Install Guide<br/>Resource CD<br/>Nylon Ligature<br/>Passive PoE Injector<br/>Screws<br/><br/><b>Temperature</b> <br/>Operating Temperature: -30C ~ 50C<br/>Storage Temperature: -40C ~ 70C.<br/><br/><b>Humidity</b> <br/>Operating Humidity:10% ~ 90% RH non-condensing;<br/>Storage Humidity: 5% ~ 90%RH non-condensing.<br/><br/><b>Factory Default Settings</b><br/>IP Address: 192.168.2.1<br/>Login User name/Password: admin/admin<br/><br/><b>Certificates</b><br/>CE FCC RoHS</ul>",TENDA,50.23,1,79,http://80.249.110.100/productimages/NPTEN-W1500A.jpg,Network Products - Wireless Access Points,NPAP,W1500A
